case_id,query_id,query_name,site,reference_type,method,y_true,y_pred
4,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
5,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
6,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,1
7,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
8,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
9,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
10,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
11,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
12,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
13,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
14,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
15,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
16,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
17,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,1
18,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
19,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
20,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,1
21,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,1
22,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
23,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,1
24,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
25,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,0
26,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
27,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
28,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,1
29,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,0,0
30,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-32B,1,1
1,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
2,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,1
3,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,1
4,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
5,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
6,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,1
7,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
8,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
9,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
10,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
11,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
12,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
13,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
14,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
15,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
16,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
17,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,0
18,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
19,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
20,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,0
21,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,0
22,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
23,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,1
24,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
25,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,1
26,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
27,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
28,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,0
29,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,0,1
30,7,敗血症+急性腎障害,tohoku,doctor,DeepSeek-70B,1,1
1,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
2,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
3,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
4,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
5,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
6,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,0
7,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
8,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
9,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
10,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
11,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
12,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
13,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
14,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
15,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
16,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
17,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
18,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
19,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
20,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
21,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
22,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
23,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
24,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
25,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
26,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
27,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
28,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
29,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
30,7,敗血症+急性腎障害,tohoku,doctor,Llama-3.1-Swallow-70B,1,0
1,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
2,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,1
3,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,1
4,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
5,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
6,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,1
7,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
8,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
9,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
10,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
11,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
12,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
13,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
14,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
15,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
16,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
17,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,0
18,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
19,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
20,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,1
21,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,0
22,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
23,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,1
24,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
25,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,1
26,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
27,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
28,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,0
29,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,0,1
30,7,敗血症+急性腎障害,tohoku,doctor,MedLLM-72B,1,0
1,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
2,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
3,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,0
4,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
5,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
6,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
7,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
8,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
9,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
10,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
11,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
12,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
13,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,1
14,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
15,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
16,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
17,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
18,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
19,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
20,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
21,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
22,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,1
23,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,0
24,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
25,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
26,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
27,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
28,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
29,7,敗血症+急性腎障害,tohoku,doctor,ensembled,0,0
30,7,敗血症+急性腎障害,tohoku,doctor,ensembled,1,1
1,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
2,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,1
3,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,0
4,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
5,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,0
6,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
7,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
8,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
9,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
10,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
11,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
12,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
13,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
14,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
15,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
16,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
17,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
18,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
19,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
20,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
21,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,0
22,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
23,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,1
24,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
25,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
26,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,0
27,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,1
28,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
29,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,0,1
30,8,敗血症+播種性血管内凝固,tohoku,doctor,keyword_search,1,1
1,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
2,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,0
3,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,1
4,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
5,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,1
6,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
7,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
8,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
9,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
10,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
11,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
12,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
13,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
14,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
15,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
16,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
17,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
18,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
19,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
20,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
21,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,0
22,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
23,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,0
24,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
25,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
26,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
27,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,1
28,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,1
29,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,0,0
30,8,敗血症+播種性血管内凝固,tohoku,doctor,semantic_search,1,1
1,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
2,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,0
3,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,0
4,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
5,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,1
6,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
7,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
8,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
9,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
10,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
11,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
12,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
13,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
14,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
15,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
16,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
17,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
18,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
19,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
20,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
21,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,0
22,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
23,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,0
24,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
25,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,0
26,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
27,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,0
28,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
29,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,0,1
30,8,敗血症+播種性血管内凝固,tohoku,doctor,bm25,1,1
1,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
2,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,0
3,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,1
4,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
5,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,1
6,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
7,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
8,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
9,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
10,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
11,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
12,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
13,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
14,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
15,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
16,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
17,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
18,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
19,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
20,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
21,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,1
22,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
23,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,0
24,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
25,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
26,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
27,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,0
28,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,1
29,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,0,0
30,8,敗血症+播種性血管内凝固,tohoku,doctor,GPT-OSS-20B,1,1
1,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
2,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,1
3,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,0
4,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
5,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,1
6,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
7,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
8,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
9,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
10,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
11,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
12,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
13,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
14,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
15,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
16,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
17,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
18,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
19,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
20,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
21,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,0
22,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
23,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,1
24,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
25,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
26,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,1
27,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,1
28,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
29,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,0,0
30,8,敗血症+播種性血管内凝固,tohoku,doctor,CALM3-22B,1,0
1,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
2,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,1
3,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,0
4,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
5,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,0
6,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
7,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
8,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
9,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
10,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
11,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
12,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
13,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
14,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
15,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
16,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
17,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
18,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
19,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
20,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
21,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,1
22,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
23,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,1
24,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
25,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,0
26,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
27,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,1
28,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
29,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,0,1
30,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-32B,1,0
1,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
2,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,1,1
3,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,1,1
4,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
5,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,1,1
6,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,1
7,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
8,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,1
9,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
10,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
11,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
12,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
13,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
14,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
15,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
16,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
17,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
18,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,1
19,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
20,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
21,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,1,1
22,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
23,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,1,1
24,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
25,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,1
26,8,敗血症+播種性血管内凝固,tohoku,doctor,DeepSeek-70B,0,0
